0;1;2;3;4;5
Machine-Learning;Machine Learning with ML.NET;2021-01-21;4273;This course introduces you to the concepts of machine learning, what you can do with it, and how to get started with ML.NET.;['.NET Framework', 'Machine Learning']
Machine-Learning;Machine Learning Foundations: Prototyping on the Edge;2023-05-11;2827;Learn how to prototype concepts and products using machine learning on microcontrollers.;['Prototyping', 'Machine Learning']
Machine-Learning;Leveraging Cloud-Based Machine Learning on AWS: Real-World Applications;2019-10-22;6354;Help your organization tap into the power of machine learning with Amazon Web Services. Learn how to use SageMaker and other AWS tools to build AI-based applications.;['AWS SageMaker', 'Machine Learning']
Machine-Learning;Artificial Intelligence Foundations: Neural Networks;2023-09-18;39223;Learn the fundamental techniques and principles behind artificial neural networks.;['Neural Networks', 'Machine Learning']
Machine-Learning;Synthetic Data: Advanced Concepts and Applications;2024-01-03;0;Learn advanced synthetic data concepts and applications to effectively leverage synthetic data in your industry.;['Synthetic Data Generation', 'Machine Learning']
Machine-Learning;Machine Learning Foundations: Probability;2023-07-27;14035;Get an in-depth introduction to probability, find out why it’s a prerequisite for machine learning, and learn how to use it to design and implement machine learning algorithms.;['Probability', 'Machine Learning']
Machine-Learning;Applied Machine Learning: Feature Engineering;2024-04-16;2886;Extract the maximum value from your data using feature engineering. Learn how to clean, normalize, and create features to improve the performance of your machine learning models.;['Applied Machine Learning', 'Feature Engineering']
Machine-Learning;Hands-On PyTorch Machine Learning;2022-12-13;13625;Discover the fundamentals of creating machine learning models with PyTorch, the open-source machine learning framework.;['PyTorch', 'Machine Learning']
Machine-Learning;Applied AI: Building NLP Apps with Hugging Face Transformers;2023-02-02;10283;Learn how to build natural language processing (NLP) applications with pretrained transformers in Hugging Face, the popular machine learning platform.;['Natural Language Processing (NLP)', 'Applied Machine Learning']
Machine-Learning;Leveraging Cloud-Based Machine Learning on Azure: Real-World Applications;2019-12-05;8423;Learn the basics of leveraging Microsoft Azure for AI-based applications, including key tools and the processes for using them correctly.;['Microsoft Azure Machine Learning', 'Microsoft Azure']
Machine-Learning;Text Analytics and Predictions with Python Essential Training;2019-06-19;18277;Learn about the techniques for analyzing text data in Python and perform machine learning and predictions.;['Machine Learning', 'Python (Programming Language)', 'Text Analytics']
Machine-Learning;Executive Guide to Human-in-the-Loop Machine Learning and Data Annotation;2023-12-12;1558;Explore the core concepts and key skills of human-in-the-loop machine learning, including how to successfully implement and manage a data annotation project.;['Human-in-the-Loop Machine Learning', 'Data Annotation', 'Machine Learning']
Machine-Learning;Synthetic Data for Software Testers;2024-05-10;0;Learn how to create synthetic data, artificially generated datasets that mimic real-world data, so you can have sufficient data for testing while protecting sensitive information.;['Synthetic Data Generation', 'Software Testing']
Machine-Learning;Machine Learning & AI Foundations: Linear Regression;2018-05-30;66123;Expand your data science skills by learning how to leverage the concepts of linear regression to solve real-world problems.;['Machine Learning', 'Artificial Intelligence (AI)', 'Linear Regression']
Machine-Learning;AI Show: Using R in Azure Machine Learning;2023-07-18;0;On this episode of the AI Show, explore techniques for using R in Azure Machine Learning.;['Microsoft Azure Machine Learning', 'R (Programming Language)']
Machine-Learning;AI Show: Building Recommender Systems;2023-05-02;0;On this episode of the AI Show, learn about building Recommenders systems.;['Artificial Intelligence (AI)', 'Recommender Systems', 'Microsoft Azure']
Machine-Learning;Machine Learning and AI Foundations: Recommendations;2017-04-10;67493;This project-based course shows programmers of all skill levels how to use machine learning to build programs that can make recommendations—like recommending new products.;['Machine Learning', 'Artificial Intelligence (AI)', 'Recommender Systems']
