0;1;2;3;4;5
Data-Analysis;Data Analytics: Graph Analytics;2021-10-07;46778;Learn the fundamentals of graph analytics—an up-and-coming approach to tackling data science projects—in this concise course.;['Data Analytics']
Data-Analysis;CompTIA Data+ (DA0-001) Cert Prep: 3 Data Analysis;2021-12-22;9067;Explore strategies in data analysis and prepare for the CompTIA Data+ certification exam.;['Data Analysis']
Data-Analysis;SAS® 9.4 Cert Prep: Part 07 Using SQL in SAS;2020-01-06;13398;Prepare to take the SAS 9.4 certification exam. Learn how to integrate the power of SQL programming with SAS, in this SAS Institute cert prep course.;['SQL', 'SAS (Software)']
Data-Analysis;Command Line Data Analysis;2023-04-27;3087;Learn to quickly explore data in the command line. Discover the power and speed of command-line tools that do not rely on graphical user interfaces.;['CLI', 'Data Analysis']
Data-Analysis;Panel Data Analysis Essential Training;2023-03-28;2485;Get an introduction to panel data analysis, with an emphasis on best practices, basic panel data setup, descriptive analysis, and advanced modeling techniques.;['Panel Data Analysis', 'Data Analysis']
Data-Analysis;Top 10 Skills for BI Developers;2022-08-29;9647;Learn the top ten skills of business intelligence developers to build out your professional toolbox and boost your career.;['Business Intelligence (BI)', 'Data Analysis']
Data-Analysis;Learning Data Science: Manage Your Team;2016-11-15;34819;Learn to hire, foster, and manage data science teams that produce deeper insights and more effective reports and visualizations.;['Big Data']
Data-Analysis;Improving Insights with OpenAI's Advanced Data Analysis;2023-11-06;8718;Discover how to use Advanced Data Analysis (formerly Code Interpreter) from OpenAI, which lets you handle uploads and uses Python to write code to analyze files.;['Artificial Intelligence for Business', 'OpenAI Products', 'Data Analysis']
Data-Analysis;DJ Patil: Ask Me Anything;2018-10-03;77082;Join former U.S. chief data scientist DJ Patil, as he tackles questions posed by LinkedIn members. Topics range from data security to the future of data science.;['Big Data']
Data-Analysis;Power BI Weekly;2022-04-07;41466;This is a weekly series covering interesting and useful topics in Power BI.;['Microsoft Power BI', 'Data Analytics', 'Analytics']
Data-Analysis;Quick Start Guide to SQL;2022-02-16;86039;Learn the fundamentals of structured query language (SQL) in Oracle Live SQL in this approachable, beginner-friendly course.;['SQL']
Data-Analysis;pandas Analytics for Excel Users;2023-07-24;2291;Learn how to manipulate and analyze data from Microsoft Excel using pandas, the open-source analytic software library built into the Python programming language.;['Pandas (Software)', 'Microsoft Excel']
Data-Analysis;Big Data Analytics with Hadoop and Apache Spark;2024-10-02;0;Learn how to leverage Hadoop and Apache Spark to build scalable and optimized data analytics pipelines.;['Hadoop', 'Data Engineering', 'Apache Spark', 'Big Data Analytics']
Data-Analysis;Power BI Data Analyst (PL-300) Associate Cert Prep: Manage Workspaces on Power BI;2023-06-23;7370;Learn how to manage workspaces in Power BI and prep for the Power BI Data Analyst (PL-300) Associate Cert exam.;['Microsoft Power BI']
Data-Analysis;Power BI Challenges: 15 Skills-Building Analytics Exercises for Data Professionals;2023-11-28;4008;Test and expand your Power BI skills in this course with a series of challenges.;['Microsoft Power BI', 'Data Analytics']
Data-Analysis;Learning Everyday Math;2015-02-10;55859;Explore common math problems in ways that relate to everyday life: calculating tips and taxes, comparing prices, figuring out volume and area, and even counting calories.;['Mathematics']
Data-Analysis;Advanced SQL Project: Design and Manage a Database;2024-08-20;0;Learn how to design and manage databases using ETL processes and SQL. Discover how to conceptualize, normalize, and optimize databases, develop robust data pipelines, and more.;['SQL', 'Extract, Transform, Load (ETL)', 'Database Design']
Data-Analysis;SAS® 9.4 Cert Prep: Part 13 Processing Repetitive Code;2020-01-07;4699;Prepare to take the SAS 9.4 certification exam. Learn how to incorporate loops to reduce repetitive code in SAS.;['Data Analysis']
Data-Analysis;CompTIA Data+ (DA0-001) Cert Prep: 2 Data Mining;2022-01-03;9459;Learn about data mining as you prepare for the CompTIA Data+ (DA0-001) exam.;['Data Mining']
Data-Analysis;SQL: Data Reporting and Analysis;2022-07-19;145638;Get the data you need for analysis and reporting by writing your own SQL code. Learn how to write basic SQL queries, sort and filter data, and join results from different tables.;['SQL', 'Data Analysis']
Data-Analysis;Integrate Microsoft Graph in Your Applications;2024-02-15;1207;Learn how to integrate Microsoft Graph into your apps in this course for developers and IT professionals.;['Microsoft Graph', 'Microsoft 365', 'Big Data Analytics']
Data-Analysis;Introduction to Transact-SQL;2023-10-11;5199;Get an introduction to Transact-SQL (T-SQL), a Microsoft-specific extension of SQL.;['SQL', 'Transact-SQL (T-SQL)']
Data-Analysis;Excel: Power Query for Beginners;2021-02-09;236895;Get an intro to Power Query, a set of robust features in Microsoft Excel.;['Microsoft Power Query', 'Microsoft Excel']
Data-Analysis;Python Data Analysis;2020-03-11;193178;Interested in using Python for data analysis? Learn how to use Python, NumPy, and pandas together to analyze data sets large and small.;['Data Analysis', 'Python (Programming Language)']
Data-Analysis;ChatGPT and SQL;2024-06-05;4909;This beginner-friendly course helps you leverage SQL and ChatGPT together to work more efficiently and make smarter, data-driven decisions.;['ChatGPT', 'SQL']
Data-Analysis;Level Up: Advanced SQL;2023-03-16;55998;Take your SQL skills to the next level in this interactive, advanced coding course.;['SQL', 'Database Queries']
Data-Analysis;Learning Azure Stream Analytics;2024-02-23;0;Discover the fundamental concepts, capabilities, and practical applications of Azure Stream Analytics.;['Big Data Analytics', 'Microsoft Azure']
Data-Analysis;Oracle Database 19c: Advanced SQL;2021-02-18;32108;In this course, Bob Bryla covers the advanced features of Oracle SQL in an Oracle 19c Database environment.;['Oracle Database', 'SQL']
Data-Analysis;Machine Learning with Data Reduction in Excel, R, and Power BI;2022-02-09;12301;Explore data reduction techniques from machine learning and how to integrate your methods in Excel, R, and Power BI.;['Microsoft Power BI', 'R (Programming Language)', 'Machine Learning', 'Data Reduction', 'Microsoft Excel']
